title,url,description,genres
THE BOOK THAT HAPPENED – Is Reality but Sheer Coincidence?,https://www.goodreads.com/book/show/57732083-the-book-that-happened-is-reality-but-sheer-coincidence,"This is the book of awkward questions.It doesn’t promise easy entertainment—it provides understanding at a level that we never reached in school.Do the past, present, and future exist?What are miracles made of?Why can’t science define what time truly is?Is it that simple to understand infinity?You will find a multitude of logical deductions and thought experiments in this book. You will realize how astonishingly wonderful our reality is. This book aims to provide an understanding of the universe. It will help you understand time and space, dimensions, infinity, and coincidence.Did the universe simply happen? By sheer chance? And the people in it? Are we just a product of coincidence? Or were we called to existence by some higher power?The answers will be provided by you—the reader. The book brings up a series of questions that spark up thoughts, inspire, provoke, and point out contradictions and paradoxes. It doesn’t try to persuade you. It doesn’t shove the author’s truth down your throat.It shows things. It reveals things.It shows that one inch is extremely far from being an exact distance measurement. It reminds you that the speed of an arrow shot from a truck, equals the truck’s and its own speed, whereas the same logic doesn’t work with a ray of light.The book takes the scientific definitions of time, space, geometric points, and line segments – and shows you their incompetence. You’ll see how ungrounded of a scientific base we have, and yet we build our daily lives on it.Can you define the present time? What really is the present? Just think about it: you started reading this blurb half a minute ago: in the past. You will pay for the book in five minutes: in the future. Right? And now? Are you reading at home, having bought the book two hours ago?Only one thing is for sure: you are a winner if you can talk about reading The Book that Happened in the past tense. Come along now. Start the adventure with Attila Pergel and get your ticket for this fantastic journey that will send you flying from the atomic nucleus to the edge of the universe!",['Nonfiction']
The School for Scandal,https://www.goodreads.com/book/show/387562.The_School_for_Scandal,"""The School for Scandal"" is Richard Brinsley Sheridan's classic comedy that pokes fun at London upper class society in the late 1700s. Often referred to as a ""comedy of manners"", ""The School for Scandal"" is one Sheridan's most performed plays and a classic of English comedic drama.","['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', '18th Century', 'Humor', 'School', 'Comedy', 'Literature']"
A Life on Our Planet: My Witness Statement and a Vision for the Future,https://www.goodreads.com/book/show/53916142-a-life-on-our-planet,"See the world. Then make it better.I am 94. I've had an extraordinary life. It's only now that I appreciate how extraordinary.As a young man, I felt I was out there in the wild, experiencing the untouched natural world - but it was an illusion. The tragedy of our time has been happening all around us, barely noticeable from day to day - the loss of our planet's wild places, its biodiversity.I have been witness to this decline. is my witness statement, and my vision for the future. It is the story of how we came to make this, our greatest mistake - and how, if we act now, we can yet put it right.We have one final chance to create the perfect home for ourselves and restore the wonderful world we inherited.All we need is the will to do so.","['Nonfiction', 'Science', 'Environment', 'Nature', 'Biography', 'Audiobook', 'Memoir', 'Climate Change', 'History', 'Biology']"
Twenty Years Later,https://www.goodreads.com/book/show/57645345-twenty-years-later,"Hiding her own dark past in plain sight, a TV reporter is determined to uncover the truth behind a gruesome murder decades after the investigation was abandoned. But TWENTY YEARS LATER, to understand the present, you need to listen to the past…Avery Mason, host of American Events, knows the subjects that grab a TV audience’s attention. Her latest story—a murder mystery laced with kinky sex, tragedy, and betrayal—is guaranteed to be ratings gold. New DNA technology has allowed the New York medical examiner’s office to make its first successful identification of a 9/11 victim in years. The twist: the victim, Victoria Ford, had been accused of the gruesome murder of her married lover. In a chilling last phone call to her sister, Victoria begged her to prove her innocence.Emma Kind has waited twenty years to put her sister to rest, but closure won’t be complete until she can clear Victoria’s name. Alone she’s had no luck, but she’s convinced that Avery’s connections and fame will help. Avery, hoping to negotiate a more lucrative network contract, goes into investigative overdrive. Victoria had been having an affair with a successful novelist, found hanging from the balcony of his Catskills mansion. The rope, the bedroom, and the entire crime scene was covered in Victoria’s DNA.But the twisted puzzle of Victoria’s private life just the beginning. And what Avery doesn't realize is that there are other players in the game who are interested in Avery’s own secret past—one she has kept hidden from both the network executives and her television audience. A secret she thought was dead and buried . . .","['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Crime', 'Adult', 'Historical Fiction', 'Adult Fiction']"
The Perfect Child,https://www.goodreads.com/book/show/40886917-the-perfect-child,"A page-turning debut of suspense about a young couple desperate to have a child of their own—and the unsettling consequences of getting what they always wanted.Christopher and Hannah are a happily married surgeon and nurse with picture-perfect lives. All that’s missing is a child. When Janie, an abandoned six-year-old, turns up at their hospital, Christopher forms an instant connection with her, and he convinces Hannah they should take her home as their own.But Janie is no ordinary child, and her damaged psyche proves to be more than her new parents were expecting. Janie is fiercely devoted to Christopher, but she acts out in increasingly disturbing ways, directing all her rage at Hannah. Unable to bond with Janie, Hannah is drowning under the pressure, and Christopher refuses to see Janie’s true nature.","['Thriller', 'Fiction', 'Horror', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Psychological Thriller', 'Adult', 'Crime']"
The Mystery of Marriage: Meditations on the Miracle,https://www.goodreads.com/book/show/156886.The_Mystery_of_Marriage,"Meditate on the Spiritual Significance of MarriageIn the 20th Anniversary Edition of this Gold Medallion Award winner, Mike Mason goes on a poetic search to understand the wondrous dynamics of committed love. In highly readable, first-person style, Mason’s writing stimulates readers’ thoughts and prayers and propels couples to deeper intimacy. “A marriage is not a joining of two worlds,” says the author, “but an abandoning of two worlds in order that one new one might be formed.” Rich chapters on “Otherness,” “Vows,” “Intimacy,” “Sex,” “Submission,” and an all-new chapter on “Oneness” lift readers to view the eternal, spiritual nature of this faith-filled, “impossible,” wild—yet wonderful—frontier.“An outstanding achievement. Rarely has a book aroused in me so much enthusiasm as has the combination of wisdom, depth, dignity, and glow that I find in these chapters.”“Absolutely exquisite. It reaches down deep into our innermost being, revealing, revitalizing, rewarding. A real classic.”“A drop everything book. Mason deals with the stunning paradoxes of the mystery, the problems, and the glories of marriage. I don’t need to read any other book on the subject.”""Over the twenty years since its publication, many couples have told me that they’ve read my book aloud to each other. This always amazes me and gives me great joy. I’m also amazed that many single people have read it. Either way, my goal is for hearts to be warmed by the mystery of divine love. I want couples to enter into deeper intimacy by thinking together about the —about how their love, besides being a gift of God, reflects the very love He has for Himself in the Trinity. For God is not a bachelor, and throughout the Bible marriage is a supreme picture of the nature of God’s love and of His kingdom. I want people who read my book to feel so soaked in these wonderful, divine mysteries that it deepens their reverence for marriage and inspires them to greater love.""  ","['Marriage', 'Nonfiction', 'Christian', 'Christianity', 'Theology', 'Christian Living', 'Relationships', 'Spirituality', 'Faith', 'Family']"
Shabanu: Daughter of the Wind,https://www.goodreads.com/book/show/219563.Shabanu,"Life is both sweet and cruel to strong-willed young Shabanu, whose home is the windswept Cholistan Desert of Pakistan. The second daughter in a family with no sons, she' s been allowed freedoms forbidden to most Muslim girls. But when a tragic encounter with a wealthy and powerful landowner ruins the marriage plans of her older sister, Shabanu is called upon to sacrifice everything she' s dreamed of. Should she do what is necessary to uphold her family' s honor-- or listen to the stirrings of her own heart?","['Young Adult', 'Fiction', 'Historical Fiction', 'Pakistan', 'Realistic Fiction', 'Historical', 'Cultural', 'School', 'Middle Grade', 'Teen']"
Prayer for a Child,https://www.goodreads.com/book/show/1479055.Prayer_for_a_Child,"This is a prayer written for one little girl, but it is a hopeful prayer for boys and girls all over the world.It is full of the intimate gentleness for familiar things, the love of friends and family, and the kindly protection of God. It carries a universal appeal for all ages and races, and brings out hearts and minds the deep responsibility for preserving for all times the faith and hopes of little children.wrote this prayer for her own daughter, but she now shares it with children all over the world. Her beloved children's books include Newberry Medal-winner andhas perfectly captured the spirit and reverence of As in her own and she has found that simple magical key to a child's heart.","['Picture Books', 'Childrens', 'Christian', 'Poetry', 'Religion', 'Prayer', 'Nonfiction', 'Christianity', 'Faith', 'Spirituality']"
Nothing Lasts Forever,https://www.goodreads.com/book/show/43325.Nothing_Lasts_Forever,"Librarian's note: There is an Alternate Cover Edition for this edition of this book here.Three young doctors-their hopes, their dreams, their unexpected desires...Dr. Paige Taylor: She swore it was euthanasia, but when Paige inherited a million dollars from a patient, the D.A. called it murder.Dr. Kat Hunter: She vowed never to let another man too close again-until she accepted the challenge of a deadly bet.Dr. Honey Taft: To make it in medicine, she knew she'd need something more than the brains God gave her.Racing from the life-and-death decisions of a big major hospital to the tension-packed fireworks of a murder trial, Nothing Lasts Forever lays bare the ambitions and fears of healers and killers, lovers and betrayers.","['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Romance', 'Mystery Thriller', 'Crime', 'Novels', 'Drama', 'Contemporary']"
Home Repair,https://www.goodreads.com/book/show/5982569-home-repair,"Can lighting really strike twice? Just ask Eve, whose husband walks out on her in the middle of a garage sale.Eve's beloved Ivan died thirteen years ago in an automobile accident. Her charming, boyish Chuck has taken a different exit out of her life: hopping into his car in the middle of a garage sale with no forewarning and departing their formerly happy upstate New York home for points unknown. Now Eve's a boat adrift, subsisting on a heartbreak diet of rue, disappointment, and woe-left alone to care for Ivan's brilliant teenaged son, Marcus, and Chuck's precocious, pragmatic nine-year-old daughter, Noni, while contending with Charlotte, Eve's acerbic mother, who's come north to ""help"" but hinders instead.But life ultimately must go on, with its highs and lows, its traumas and holidays, and well-meaning, if eccentric, friends. A house and a heart in disrepair are painful burdens for a passionate woman who's still in her prime. And while learning to cope with the large and small tragedies that each passing day brings, Eve might end up discovering that she's gained much more than she's lost.A poignant, lovely, funny, and ultimately uplifting story of love, family, and survival, Liz Rosenberg's is an unforgettable introduction to a lyrical, wise, and wonderfully vibrant new literary voice.","['Fiction', 'Chick Lit', 'Womens Fiction', 'Realistic Fiction']"
Broken: My Story of Addiction and Redemption,https://www.goodreads.com/book/show/126818.Broken,"From rock bottom to recovery—the son of veteran broadcaster Bill Moyers chronicles his life- shattering battle with addiction and the hard-won fight for recoveryWilliam Cope Moyers has come a long, long way. In 1994, he lay on the floor of an Atlanta crack house. His father had put together a search party. His worried family waited at home where Moyers had left them when he embarked on yet another binge. From that lowly, drug-hazed night, Moyers went on to become an executive at the Hazelden Foundation and travels far and wide to talk about addiction and treatment.","['Memoir', 'Nonfiction', 'Autobiography', 'Psychology', 'Biography', 'Mental Health', 'Mental Illness', 'Audiobook', 'Biography Memoir', 'Spirituality']"
Alicia,https://www.goodreads.com/book/show/401838.Alicia,"After losing her entire family to the Nazis at age 13, Alicia Appleman-Jurman went on to save the lives of thousands of Jews, offering them her own courage and hope in a time of upheaval and tragedy. Not since The Diary of Anne Frank has a young voice so vividly expressed the capacity for humanity and heroism in the face of Nazi brutality.","['Holocaust', 'Nonfiction', 'History', 'Biography', 'Memoir', 'World War II', 'Autobiography', 'War', 'Historical', 'Biography Memoir']"
Witch Song,https://www.goodreads.com/book/show/10400575-witch-song,"A witch. Her guardian. A stolen magic . . .When the witch hunters penetrate Brusenna's warded forest, she learns an impossible truth.She is the last witch.Now on the run, Brusenna finds an ally in her newly appointed guardian, Joshen, whose confidence and kindness threatens to break down the carefully constructed barriers around her heart. Together, they scramble to learn enough magic to defeat the evil the witch hunters serve.If you love the unique magic, sweet romance, and daring adventure in books like THE BLACK WITCH and SERPENT & DOVE, you'll adore . With nearly 1,500 five-star ratings on Goodreads, you don't want to miss this bewitching read that will keep you up all night. Get your copy today!""In WITCH SONG, Amber Argyle makes a riveting debut, creating a fresh new world full of wonder, peril, and splendor. I found WITCH SONG to be positively engrossing from the first page to the last."" ~David Farland, New York Times Bestselling AuthorOTHER TITLES BY AMBER ARGYLE","['Fantasy', 'Young Adult', 'Witches', 'Paranormal', 'Magic', 'Romance', 'Fiction', 'Supernatural', 'Adventure', 'Young Adult Fantasy']"
The Wiccan Diaries,https://www.goodreads.com/book/show/12126366-the-wiccan-diaries,"On the eve of graduating from her posh New England academy, seventeen-year-old Halsey Rookmaaker receives a disturbing package in the mail, from Rome, Italy. She drops everything--her school, her friends, her future--and sets off, to find the only one who can help her get to the bottom of her past, and to the secrets of what happened to her parents.Kinsey and Maximilian Rookmaaker were two powerful magical beings . . . until somebody killed them. Now Halsey wants to know why.With her is Ballard, an attractive teenage boy with problems of his own. Together, they must decipher an ancient magic text, and prevent an evil necromancer from taking over the world.Life is never easy when you're an unfledged teenage witch. In Volume One of The Diaries, Halsey Rookmaaker must come face to face with her past, and with a dark stranger, who may be out for her blood.","['Young Adult', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Romance', 'Paranormal Romance']"
The Irresistible Revolution: Living as an Ordinary Radical,https://www.goodreads.com/book/show/64081.The_Irresistible_Revolution,"Many of us find ourselves caught somewhere between unbelieving activists and inactive believers. We can write a check to feed starving children or hold signs in the streets and feel like we’ve made a difference without ever encountering the faces of the suffering masses. In this book, Shane Claiborne describes an authentic faith rooted in belief, action, and love, inviting us into a movement of the Spirit that begins inside each of us and extends into a broken world. Shane’s faith led him to dress the wounds of lepers with Mother Teresa, visit families in Iraq amidst bombings, and dump $10,000 in coins and bills on Wall Street to redistribute wealth. Shane lives out this revolution each day in his local neighborhood, an impoverished community in North Philadelphia, by living among the homeless, helping local kids with homework, and “practicing resurrection” in the forgotten places of our world. Shane’s message will comfort the disturbed, and disturb the comfortable . . . but will also invite us into an irresistible revolution. His is a vision for ordinary radicals ready to change the world with little acts of love.","['Christian', 'Nonfiction', 'Religion', 'Christianity', 'Faith', 'Theology', 'Spirituality', 'Christian Living', 'Social Justice', 'Memoir']"
Crabwalk,https://www.goodreads.com/book/show/24077.Crabwalk,"Günter Grass has been wrestling with Germany's past for decades now, but no book since The Tin Drum has generated as much excitement as this engrossing account of the sinking of the Wilhelm Gustloff. A German cruise ship turned refugee carrier, it was attacked by a Soviet submarine in January 1945. Some 9,000 people went down in the Baltic Sea, making it the deadliest maritime disaster of all time.Born to an unwed mother on a lifeboat the night of the attack, Paul Pokriefke is a middle-aged journalist trying to piece together the tragic events. While his mother sees her whole existence in terms of that calamitous moment, Paul wishes their life could have been less touched by the past. For his teenage son, who dabbles in the dark, far-right corners of the Internet, the embodies the denial of Germany's wartime suffering.""Scuttling backward to move forward,"" is at once a captivating tale of a tragedy at sea and a fearless examination of the ways different generations of Germans now view their past.Winner of the Nobel Prize","['Fiction', 'German Literature', 'Historical Fiction', 'Germany', 'Classics', 'Nobel Prize', 'Novels']"
Demonglass,https://www.goodreads.com/book/show/8428064-demonglass,"Sophie Mercer thought she was a witch. That was the whole reason she was sent to Hex Hall, a reform school for delinquent Prodigium (a.k.a. witches, shape-shifters, and faeries). But then she discovered the family secret, and the fact that her hot crush, Archer Cross, is an agent for The Eye, a group bent on wiping Prodigium off the face of the earth.Turns out, Sophie's a demon, one of only two in the world-the other being her father. What's worse, she has powers that threaten the lives of everyone she loves. Which is precisely why Sophie decides she must go to London for the Removal, a dangerous procedure that will either destroy her powers for good-or kill her.But once Sophie arrives, she makes a shocking discovery. Her new housemates? They're demons too. Meaning, someone is raising demons in secret, with creepy plans to use their powers, and probably not for good. Meanwhile, The Eye is set on hunting Sophie down, and they're using Archer to do it. But it's not like she has feelings for him anymore. Does she?","['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Witches', 'Supernatural', 'Demons', 'Urban Fantasy']"
Songmaster,https://www.goodreads.com/book/show/31352.Songmaster,"An SF classic from the author of Ender's Game.Kidnapped at an early age, the young singer Ansset has been raised in isolation at the mystical retreat called the Songhouse. His life has been filled with music, and having only songs for companions, he develops a voice that is unlike any heard before. Ansset's voice is both a blessing and a curse, for the young Songbird can reflect all the hopes and fears his auidence feels and, by magnifying their emotions, use his voice to heal--or to destroy. When it is discovered that his is the voice that the Emperor has waited decades for, Ansset is summoned to the Imperial Palace on Old Earth. Many fates rest in Ansset's hands, and his songs will soon be put to the test: either to salve the troubled conscience of a conqueror, or drive him, and the universe, into mad chaos.is a haunting story of power and love--the tale of the man who would destroy everything he loves to preserve humanity's peace, and the boy who might just sing the world away.","['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Adult', 'Music', 'Audiobook', 'LGBT', 'Novels']"
How the Mind Works,https://www.goodreads.com/book/show/835623.How_the_Mind_Works,"In this extraordinary bestseller, Steven Pinker, one of the world's leading cognitive scientists, does for the rest of the mind what he did for language in his 1994 book, The Language Instinct. He explains what the mind is, how it evolved, and how it allows us to see, think, feel, laugh, interact, enjoy the arts, and ponder the mysteries of life. And he does it with the wit that prompted Mark Ridley to write in the New York Times Book Review, ""No other science writer makes me laugh so much. . . . [Pinker] deserves the superlatives that are lavished on him.""  The arguments in the book are as bold as its title. Pinker rehabilitates some unfashionable ideas, such as that the mind is a computer and that human nature was shaped by natural selection, and challenges fashionable ones, such as that passionate emotions are irrational, that parents socialize their children, and that nature is good and modern society corrupting. Winner of the A Notable Book of the Year and Best Book of 1997 Featured in magazine, the , , , Science, , and Front-page reviews in the , the , and the","['Psychology', 'Science', 'Nonfiction', 'Neuroscience', 'Philosophy', 'Brain', 'Biology', 'Evolution', 'Popular Science', 'Linguistics']"
Ramayana,https://www.goodreads.com/book/show/6470578-ramayana,"The Ramayana is, quite simply, the greatest of Indian epics - and one of the world's supreme masterpieces of storytelling 'Almost every individual living in India,' writes R. K. Narayan in the Introduction to this new interpretation, 'is aware of the story of The Ramayana. Everyone of whatever age, outlook, education or station in life knows the essential part of the epic and adores the main figures in it - Rama and Sita. Every child is told the story at bedtime . . . The Ramayana pervades our cultural life.' Although the Sanskrit original was composed by Valmiki, probably around the fourth century BC, poets have produced countless variant versions in different languages. Here, drawing his inspiration from the work of an eleventh-century Tamil poet called Kamban, Narayan has used the talents of a master novelist to recreate the excitement and joy he has found in the original. It can be enjoyed and appreciated, he suggests, for its psychological insight, its spiritual depth and its practical wisdom - or just as a thrilling tale of abduction, battle and courtship played out in a universe thronged with heroes, deities and demons.","['Classics', 'Mythology', 'India', 'Religion', 'Poetry', 'Fiction', 'Epic', 'Hinduism', 'Fantasy', 'Spirituality']"
"Asura: Tale Of The Vanquished, The Story of Ravana and His People",https://www.goodreads.com/book/show/13563459-asura,"The epic tale of victory and defeat…The story of the Ramayana had been told innumerable times.The enthralling story of Rama, the incarnation of God, who slew Ravana, the evil demon of darkness, is known to every Indian. And in the pages of history, as always, it is the version told by the victors that lives on. The voice of the vanquished remains lost in silence. But what if Ravana and his people had a different story to tell?The story of the Ravanayana has never been told.Asura is the epic tale of the vanquished Asura people, a story that has been cherished by the oppressed castes of India for 3000 years. Until now, no Asura has dared to tell the tale. But perhaps the time has come for the dead and the defeated to speak.The ancient Asura empire lay shattered into many warring petty kingdoms reeling under the heel of the Devas. In desperation, the Asuras look up to a young saviour – Ravana. Believing that a better world awaits them under Ravana, common men like Bhadra decide to follow the young leader. With a will of iron and a fiery ambition to succeed, Ravana leads his people from victory to victory and carves out a vast empire from the Devas. But even when Ravana succeeds spectacularly, the poor Asuras find that nothing much has changed from them. It is then that Ravana, by one action, changes the history of the world.","['Mythology', 'Fiction', 'Indian Literature', 'India', 'Fantasy', 'Historical Fiction', 'Novels', 'Hinduism', 'Historical', 'Unfinished']"
الأسود يليق بك,https://www.goodreads.com/book/show/16081961,ما من قصة حب إلا و تبدأ بحركة موسيقية ، قائد الأوركسترا فيها ليس قلبك، إنما القدر الذي يخفي عنك عصاه . بها يقودك نحو سلم موسيقي لا درج له، مادمت لا تملك من سيمفونية العمر لا ((مفتاح صول)) ..ولا القفلة الموسيقية.الموسيقى لا تمهلك، إنها تمضي بك سراعا كما الحياة، جدولا طربا، أو شلالا هادرا يلقي بك إلى المصب. تدور بك كفالس محموم، على إيقاعه تبدأقصص الحب ...و تنتهي.حاذر أن تغادر حلبة الرقص كي لا تغادرك الحياة.لا تكترث للنغمات التي تتساقط من صولفيج حياتك فما هي إلا نوتات,"['Novels', 'Romance', 'Fiction', 'Literature', 'Romantic', 'Love', 'Drama', 'Unfinished', 'Contemporary']"
The Art of Worldly Wisdom,https://www.goodreads.com/book/show/522465.The_Art_of_Worldly_Wisdom,"The remarkable best-seller -- a long-lost, 300-year-old book of wisdom on how to live successfully yet responsibly in a society governed by self-interest -- as acute as Machiavelli yet as humanistic and scrupulously moral as Marcus Aurelius.","['Philosophy', 'Nonfiction', 'Classics', 'Self Help', 'Psychology', 'Politics', 'Spanish Literature', 'Literature', 'Personal Development', 'Spain']"
Smaragdgrün,https://www.goodreads.com/book/show/7544603-smaragdgr-n,"Gwendolyn ist am Boden zerstört. War Gideons Liebesgeständnis nur eine Farce, um ihrem großen Gegenspieler, dem düsteren Graf von Saint Germain, in die Hände zu spielen? Fast sieht es für die junge Zeitreisende so aus.Doch dann geschieht etwas Unfassbares, das Gwennys Weltbild einmal mehr auf den Kopf stellt. Für sie und Gideon beginnt eine atemberaubende Flucht in die Vergangenheit. Rauschende Ballnächte und wilde Verfolgungsjagden erwarten die Heldin wider Willen und über allem steht die Frage, ob man ein gebrochenes Herz wirklich heilen kann ...","['Fantasy', 'Young Adult', 'Time Travel', 'Romance', 'Historical Fiction', 'Fiction', 'Science Fiction', 'Paranormal', 'Historical', 'Urban Fantasy']"
The Deptford Trilogy,https://www.goodreads.com/book/show/74403.The_Deptford_Trilogy,"Around a mysterious death is woven a glittering, fantastical, cunningly contrived trilogy of novels. Luring the reader down labyrinthine tunnels of myth, history, and magic, The Deptford Trilogy provides an exhilarating antidote to a world from where ""the fear and dread and splendour of wonder have been banished.""Fifth BusinessThe ManticoreWorld of Wonders","['Fiction', 'Fantasy', 'Canada', 'Novels', 'Classics', 'Literature', 'Mystery', 'Literary Fiction', 'Magical Realism', 'Canadian Literature']"
The Forever War,https://www.goodreads.com/book/show/2517439.The_Forever_War,"From the front lines of the battle against Islamic fundamentalism, a searing, unforgettable book that captures the human essence of the greatest conflict of our time.Through the eyes of Dexter Filkins, the prizewinning New York Times correspondent whose work was hailed by David Halberstam as “reporting of the highest quality imaginable,” we witness the remarkable chain of events that began with the rise of the Taliban in the 1990s, continued with the attacks of 9/11, and moved on to the wars in Afghanistan and Iraq.Filkins’s narrative moves across a vast and various landscape of amazing characters and astonishing scenes: deserts, mountains, and streets of carnage; a public amputation performed by Taliban; children frolicking in minefields; skies streaked white by the contrails of B-52s; a night’s sleep in the rubble of Ground Zero.We embark on a foot patrol through the shadowy streets of Ramadi, venture into a torture chamber run by Saddam Hussein. We go into the homes of suicide bombers and into street-to-street fighting with a battalion of marines. We meet Iraqi insurgents, an American captain who loses a quarter of his men in eight days, and a young soldier from Georgia on a rooftop at midnight reminiscing about his girlfriend back home. A car bomb explodes, bullets fly, and a mother cradles her blinded son.Like no other book, The Forever War allows us a visceral understanding of today’s battlefields and of the experiences of the people on the ground, warriors and innocents alike. It is a brilliant, fearless work, not just about America’s wars after 9/11, but ultimately about the nature of war itself.","['Nonfiction', 'History', 'War', 'Politics', 'Military Fiction', 'Journalism', 'Military History', 'American History', 'Audiobook', 'Terrorism']"
The Dovekeepers,https://www.goodreads.com/book/show/10950924-the-dovekeepers,"Over five years in the writing, The Dovekeepers is Alice Hoffman's most ambitious and mesmerizing novel, a tour de force of imagination and research, set in ancient Israel.In 70 C.E., nine hundred Jews held out for months against armies of Romans on Masada, a mountain in the Judean desert. According to the ancient historian Josephus, two women and five children survived. Based on this tragic and iconic event, Hoffman's novel is a spellbinding tale of four extraordinarily bold, resourceful, and sensuous women, each of whom has come to Masada by a different path. Yael's mother died in childbirth, and her father, an expert assassin, never forgave her for that death. Revka, a village baker's wife, watched the horrifically brutal murder of her daughter by Roman soldiers; she brings to Masada her young grandsons, rendered mute by what they have witnessed. Aziza is a warrior's daughter, raised as a boy, a fearless rider and an expert marksman who finds passion with a fellow soldier. Shirah, born in Alexandria, is wise in the ways of ancient magic and medicine, a woman with uncanny insight and power.The lives of these four complex and fiercely independent women intersect in the desperate days of the siege. All are dovekeepers, and all are also keeping secrets - about who they are, where they come from, who fathered them, and whom they love.","['Historical Fiction', 'Fiction', 'Historical', 'Magical Realism', 'Jewish', 'Book Club', 'Adult Fiction', 'Adult', 'Israel', 'Audiobook']"
The Last Day of a Condemned Man,https://www.goodreads.com/book/show/63040.The_Last_Day_of_a_Condemned_Man,"Deeply shocking in its time, The Last Day of a Condemned Man is a profound and moving tale and a vital work of social commentary. A man vilified by society and condemned to death for his crime wakes every morning knowing that this day might be his last. With the hope for release his only comfort, he spends his hours recounting his life and the time before his imprisonment. But as the hours pass, he knows that he is powerless to change his fate. He must follow the path so many have trod before him—the path that leads to the guillotine.","['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Novels', 'Historical Fiction']"
The Unfettered Mind: Writings of the Zen Master to the Sword Master,https://www.goodreads.com/book/show/863239.The_Unfettered_Mind,"So succinct are the author's insights that these writings have outlasted the dissolution of the samurai class to come down to the present and be read for guidance and inspiration by the captains of business and industry, as well as those devoted to the practice of the martial arts in their modern form.","['Philosophy', 'Martial Arts', 'Nonfiction', 'Japan', 'Buddhism', 'Zen', 'Spirituality', 'Religion', 'Self Help', 'Japanese Literature']"
The Nightlife: Las Vegas,https://www.goodreads.com/book/show/18483636-the-nightlife,"Vampires, Aaron Pilan and his master Michelle, live by one rule - no bloodslaves. EVER. Aaron breaks that rule when he meets Anastasia. All Anastasia wants is to be loved and cherished, but the predatory men she’s attracted to bring her only pain and abuse. Escaping one train-wreck relationship for another, she finds happiness with Aaron and Michelle as a bloodslave, a 'pet'.When Aaron uses his telepathy to win thousands at the gambling tables, he attracts the deadly attention of the Colombian Cartel and Aaron and Michelle are 'disappeared'. Addicted to the bite of her vampire lovers, Ana is desperate to find them. But, Las Vegas isn't ready for vampires mixing heroin, sex and vengeance. Ana is trapped in the spiraling chaos.Find out what happens in the second novel of the Nightlife Series.","['Paranormal', 'Erotica', 'Vampires', 'Romance', 'Urban Fantasy', 'Adult', 'Paranormal Romance', 'Menage', 'Fantasy', 'Erotic Romance']"
Edenbrooke,https://www.goodreads.com/book/show/12820360-edenbrooke,"Marianne Daventry will do anything to escape the boredom of Bath and the amorous attentions of an unwanted suitor. So when an invitation arrives from her twin sister, Cecily, to join her at a sprawling country estate, she jumps at the chance. Thinking she'll be able to relax and enjoy her beloved English countryside while her sister snags the handsome heir of Edenbrooke, Marianne finds that even the best laid plans can go awry.From a terrifying run-in with a highwayman to a seemingly harmless flirtation, Marianne finds herself embroiled in an unexpected adventure filled with enough romance and intrigue to keep her mind racing. Will Marianne be able to rein in her traitorous heart, or will a mysterious stranger sweep her off her feet? Fate had something other than a relaxing summer in mind when it sent Marianne to Edenbrooke.","['Romance', 'Historical Fiction', 'Historical Romance', 'Historical', 'Fiction', 'Regency', 'Clean Romance', 'Regency Romance', 'Chick Lit', 'Adult']"
The Deep End of the Ocean,https://www.goodreads.com/book/show/5161.The_Deep_End_of_the_Ocean,"Few first novels receive the kind of attention and acclaim showered on this powerful story—a nationwide bestseller, a critical success, and the first title chosen for Oprah's Book Club. Both highly suspenseful and deeply moving, The Deep End of the Ocean imagines every mother's worst nightmare—the disappearance of a child—as it explores a family's struggle to endure, even against extraordinary odds. Filled with compassion, humor, and brilliant observations about the texture of real life, here is a story of rare power, one that will touch readers' hearts and make them celebrate the emotions that make us all one.","['Fiction', 'Mystery', 'Contemporary', 'Chick Lit', 'Adult Fiction', 'Drama', 'Adult', 'Novels', 'Family', 'Literature']"
